Factor	Tag	Preferred_NonPref	peakLocation	Final.HA.Annotation	Lambert2018.TF.NotTF	Notes	go_anno	orthologous_group
ZNF430	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503219&format=file&file=GSM7503219%5FZNF430%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1396
ZNF431	FLAG	Non-preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503223&format=file&file=GSM7503223%5FZNF431%2DFLAG%5FNon%2Dpreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1961
ZNF432	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF046FVA/@@download/ENCFF046FVA.bed.gz	TF	Yes		transcription factor	COG3677
ZNF439	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503228&format=file&file=GSM7503228%5FZNF439%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF44	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF512PIO/@@download/ENCFF512PIO.bed.gz	TF	Yes		transcription factor	COG0286
ZNF441	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF995IVE/@@download/ENCFF995IVE.bed.gz	TF	Yes		transcription factor	COG2814
ZNF446	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF866GKQ/@@download/ENCFF866GKQ.bed.gz	TF	Yes		transcription factor	COG3677
ZNF45	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503232&format=file&file=GSM7503232%5FZNF45%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF451	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF655ABJ/@@download/ENCFF655ABJ.bed.gz	TF	Yes		transcription factor	COG0582
ZNF460	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF362HXG/@@download/ENCFF362HXG.bed.gz	TF	Yes		transcription factor	COG3677
ZNF48	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF833GIB/@@download/ENCFF833GIB.bed.gz	TF	Yes		transcription factor	COG3677
ZNF483	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF727IPR/@@download/ENCFF727IPR.bed.gz	TF	Yes		transcription factor	COG3012
ZNF484	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF342SJZ/@@download/ENCFF342SJZ.bed.gz	TF	Yes		transcription factor	COG3677
ZNF485	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF497ADN/@@download/ENCFF497ADN.bed.gz	TF	Yes		transcription factor	COG0675
ZNF490	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF088FSM/@@download/ENCFF088FSM.bed.gz	TF	Yes		transcription factor	COG3791
ZNF501	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF355NOU/@@download/ENCFF355NOU.bed.gz	TF	Yes		transcription factor	COG3677
ZNF503	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF965ADE/@@download/ENCFF965ADE.bed.gz	TF	Yes		transcription factor	COG1075
ZNF510	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF573VMV/@@download/ENCFF573VMV.bed.gz	TF	Yes		transcription factor	COG1403
ZNF511	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF612MNU/@@download/ENCFF612MNU.bed.gz	TF	Yes		transcription factor	COG1403
ZNF512	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF860GTX/@@download/ENCFF860GTX.bed.gz	TF	Yes		transcription factor	COG1403
ZNF512B	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF898BBA/@@download/ENCFF898BBA.bed.gz	TF	Yes		transcription factor	COG1403
ZNF513	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF422MYG/@@download/ENCFF422MYG.bed.gz	TF	Yes		transcription factor	COG3464
ZNF526	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF556HNR/@@download/ENCFF556HNR.bed.gz	TF	Yes		transcription factor	COG0484
ZNF528	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503236&format=file&file=GSM7503236%5FZNF528%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG4636
ZNF529	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503240&format=file&file=GSM7503240%5FZNF529%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF530	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF816SRV/@@download/ENCFF816SRV.bed.gz	TF	Yes		transcription factor	COG2814
ZNF543	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF882RAQ/@@download/ENCFF882RAQ.bed.gz	TF	Yes		transcription factor	COG1162
ZNF544	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503244&format=file&file=GSM7503244%5FZNF544%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0789
ZNF546	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503248&format=file&file=GSM7503248%5FZNF546%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3157
ZNF547	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF907JYN/@@download/ENCFF907JYN.bed.gz	TF	Yes		transcription factor	COG2814
ZNF548	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF920CNM/@@download/ENCFF920CNM.bed.gz	TF	Yes		transcription factor	COG3677
ZNF549	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF430MJE/@@download/ENCFF430MJE.bed.gz	TF	Yes		transcription factor	COG3677
ZNF550	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF731WIR/@@download/ENCFF731WIR.bed.gz	TF	Yes		transcription factor	COG0662
ZNF552	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503251&format=file&file=GSM7503251%5FZNF552%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3311
ZNF556	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF922AIE/@@download/ENCFF922AIE.bed.gz	TF	Yes		transcription factor	COG2318
ZNF557	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF259TEE/@@download/ENCFF259TEE.bed.gz	TF	Yes		transcription factor	COG3677
ZNF558	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503253&format=file&file=GSM7503253%5FZNF558%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF559	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503255&format=file&file=GSM7503255%5FZNF559%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF569	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF070OZC/@@download/ENCFF070OZC.bed.gz	TF	Yes		transcription factor	COG1961
ZNF570	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF856VYT/@@download/ENCFF856VYT.bed.gz	TF	Yes		transcription factor	COG2814
ZNF571	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503257&format=file&file=GSM7503257%5FZNF571%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3157
ZNF572	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF637PFM/@@download/ENCFF637PFM.bed.gz	TF	Yes		transcription factor	COG3677
ZNF574	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF165QEH/@@download/ENCFF165QEH.bed.gz	TF	Yes		transcription factor	COG1403
ZNF576	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF062ELQ/@@download/ENCFF062ELQ.bed.gz	TF	Yes		transcription factor	COG1403
ZNF577	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF595JDU/@@download/ENCFF595JDU.bed.gz	TF	Yes		transcription factor	COG4405
ZNF580	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF408BQV/@@download/ENCFF408BQV.bed.gz	TF	Yes		transcription factor	COG3677
ZNF593	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503258&format=file&file=GSM7503258%5FZNF593%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	Other	No		transcription factor	COG1734
ZNF597	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF396EJG/@@download/ENCFF396EJG.bed.gz	TF	Yes		transcription factor	COG3677
ZNF598	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF921QZP/@@download/ENCFF921QZP.bed.gz	TF	Yes		"RNA binding protein,transcription factor"	COG0515
ZNF607	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF701MWB/@@download/ENCFF701MWB.bed.gz	TF	Yes		transcription factor	COG3677
ZNF608	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF650JSG/@@download/ENCFF650JSG.bed.gz	TF	Yes		transcription factor	COG3409
ZNF609	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF388MQU/@@download/ENCFF388MQU.bed.gz	TF	Yes		transcription factor	COG0515
ZNF614	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF941XGS/@@download/ENCFF941XGS.bed.gz	TF	Yes		transcription factor	COG0177
ZNF615	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF397QBT/@@download/ENCFF397QBT.bed.gz	TF	Yes		transcription factor	COG3677
ZNF616	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF816JWX/@@download/ENCFF816JWX.bed.gz	TF	Yes		transcription factor	COG3677
ZNF619	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF328OBA/@@download/ENCFF328OBA.bed.gz	TF	Yes		transcription factor	COG0247
ZNF629	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF034RYJ/@@download/ENCFF034RYJ.bed.gz	TF	Yes		transcription factor	COG0358
ZNF639	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF070QDA/@@download/ENCFF070QDA.bed.gz	TF	Yes		transcription factor	COG1198
ZNF644	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF203RMY/@@download/ENCFF203RMY.bed.gz	TF	Yes		transcription factor	COG1361
ZNF646	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503260&format=file&file=GSM7503260%5FZNF646%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0484
ZNF652	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF054CBG/@@download/ENCFF054CBG.bed.gz	TF	Yes		transcription factor	COG1403
ZNF660	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF732OUU/@@download/ENCFF732OUU.bed.gz	TF	Yes		transcription factor	COG2801
ZNF669	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503261&format=file&file=GSM7503261%5FZNF669%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF674	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF252BNC/@@download/ENCFF252BNC.bed.gz	TF	Yes		transcription factor	COG0675
ZNF678	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF418FOX/@@download/ENCFF418FOX.bed.gz	TF	Yes		transcription factor	COG3677
ZNF687	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF740MUD/@@download/ENCFF740MUD.bed.gz	TF	Yes		transcription factor	COG1396
ZNF688	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503263&format=file&file=GSM7503263%5FZNF688%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG4974
ZNF691	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF199ILE/@@download/ENCFF199ILE.bed.gz	TF	Yes		transcription factor	COG3464
ZNF697	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF385UIF/@@download/ENCFF385UIF.bed.gz	TF	Yes		transcription factor	COG0476
ZNF7	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF461TFR/@@download/ENCFF461TFR.bed.gz	TF	Yes		transcription factor	COG0515
ZNF701	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503264&format=file&file=GSM7503264%5FZNF701%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF703	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF598AOP/@@download/ENCFF598AOP.bed.gz	TF	Yes		transcription factor	COG0484
ZNF704	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503266&format=file&file=GSM7503266%5FZNF704%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3039
ZNF707	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF306CIS/@@download/ENCFF306CIS.bed.gz	TF	Yes		transcription factor	COG3311
ZNF709	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF311UDM/@@download/ENCFF311UDM.bed.gz	TF	Yes		transcription factor	COG0675
ZNF710	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF443DLW/@@download/ENCFF443DLW.bed.gz	TF	Yes		transcription factor	COG1198
ZNF713	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF124XNU/@@download/ENCFF124XNU.bed.gz	TF	Yes		transcription factor	COG1403
KRBOX5	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF663OMI/@@download/ENCFF663OMI.bed.gz	Other	No		transcription factor	COG0446
ZNF737	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF241CGC/@@download/ENCFF241CGC.bed.gz	TF	Yes		transcription factor	COG3464
ZNF74	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503267&format=file&file=GSM7503267%5FZNF74%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF740	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF455XDQ/@@download/ENCFF455XDQ.bed.gz	TF	Yes		transcription factor	COG0675
ZNF746	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503269&format=file&file=GSM7503269%5FZNF746%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1198
ZNF747	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503271&format=file&file=GSM7503271%5FZNF747%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3415
ZNF75D	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503272&format=file&file=GSM7503272%5FZNF75D%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF761	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF670IOD/@@download/ENCFF670IOD.bed.gz	TF	Yes		transcription factor	COG1484
ZNF766	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF612XIV/@@download/ENCFF612XIV.bed.gz	TF	Yes		transcription factor	COG1592
ZNF768	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF654RZY/@@download/ENCFF654RZY.bed.gz	TF	Yes		transcription factor	COG3599
ZNF770	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF588FNM/@@download/ENCFF588FNM.bed.gz	TF	Yes		transcription factor	COG1403
ZNF772	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF432AEF/@@download/ENCFF432AEF.bed.gz	TF	Yes		transcription factor	COG0477
ZNF773	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF932NJV/@@download/ENCFF932NJV.bed.gz	TF	Yes		transcription factor	COG0789
ZNF775	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF714LPZ/@@download/ENCFF714LPZ.bed.gz	TF	Yes		transcription factor	COG3791
ZNF776	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF883RGN/@@download/ENCFF883RGN.bed.gz	TF	Yes		transcription factor	COG3440
ZNF777	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF428UWW/@@download/ENCFF428UWW.bed.gz	TF	Yes		transcription factor	COG1570
ZNF778	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF996HUI/@@download/ENCFF996HUI.bed.gz	TF	Yes		transcription factor	COG3209
ZNF781	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF193YIR/@@download/ENCFF193YIR.bed.gz	TF	Yes		transcription factor	COG3677
ZNF782	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF042SYC/@@download/ENCFF042SYC.bed.gz	TF	Yes		transcription factor	COG0675
ZNF783	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503274&format=file&file=GSM7503274%5FZNF783%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF784	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF537LZR/@@download/ENCFF537LZR.bed.gz	TF	Yes		transcription factor	COG2132
ZNF786	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF458FBS/@@download/ENCFF458FBS.bed.gz	TF	Yes		transcription factor	COG1403
ZNF788P	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF704BJL/@@download/ENCFF704BJL.bed.gz	TF	Yes		transcription factor	
ZNF790	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503275&format=file&file=GSM7503275%5FZNF790%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF792	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF669RYM/@@download/ENCFF669RYM.bed.gz	TF	Yes		transcription factor	COG0515
ZNF800	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF126HMH/@@download/ENCFF126HMH.bed.gz	TF	Yes		"RNA binding protein,transcription factor"	COG0551
ZNF816	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503277&format=file&file=GSM7503277%5FZNF816%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0675
ZNF827	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503278&format=file&file=GSM7503278%5FZNF827%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1413
ZNF83	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF007OPT/@@download/ENCFF007OPT.bed.gz	TF	Yes		transcription factor	COG0789
ZNF839	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF395CSH/@@download/ENCFF395CSH.bed.gz	Other	No		transcription factor	COG1403
ZNF85	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503280&format=file&file=GSM7503280%5FZNF85%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1484
ZNF850	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503281&format=file&file=GSM7503281%5FZNF850%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes			COG1475
ZNF853	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503283&format=file&file=GSM7503283%5FZNF853%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1579
ZNF865	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503285&format=file&file=GSM7503285%5FZNF865%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes			COG1403
ZNF879	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503287&format=file&file=GSM7503287%5FZNF879%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF883	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF492YLV/@@download/ENCFF492YLV.bed.gz	TF	Yes		transcription factor	COG3677
ZNF891	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF876YSX/@@download/ENCFF876YSX.bed.gz	TF	Yes		transcription factor	COG3677
ZSCAN12	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503288&format=file&file=GSM7503288%5FZSCAN12%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0358
ZSCAN20	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF038DPK/@@download/ENCFF038DPK.bed.gz	TF	Yes		transcription factor	COG5525
ZSCAN22	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF120MEJ/@@download/ENCFF120MEJ.bed.gz	TF	Yes		transcription factor	COG3677
ZSCAN25	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503289&format=file&file=GSM7503289%5FZSCAN25%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1773
ZSCAN29	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF896PGF/@@download/ENCFF896PGF.bed.gz	TF	Yes		transcription factor	COG0675
ZSCAN30	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF293DBX/@@download/ENCFF293DBX.bed.gz	TF	Yes		transcription factor	COG3012
ZSCAN31	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF560APA/@@download/ENCFF560APA.bed.gz	TF	Yes		transcription factor	COG3464
ZSCAN9	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF302EGM/@@download/ENCFF302EGM.bed.gz	TF	Yes		transcription factor	COG2963
ZUP1	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503290&format=file&file=GSM7503290%5FZUFSP%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	
ZXDC	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF623NDC/@@download/ENCFF623NDC.bed.gz	TF	Yes		transcription factor	COG1361
ZZZ3	FLAG	Non-preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503292&format=file&file=GSM7503292%5FZZZ3%2DFLAG%5FNon%2Dpreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1403
ZZZ3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF117XPT/@@download/ENCFF117XPT.bed.gz	TF	Yes		transcription factor	COG1403
